id,label
1090,1
1091,4
1092,0
1093,0
1094,3
1095,0
1096,7
1097,9
1098,5
1099,7
1100,5
1101,1
1102,0
1103,1
1104,7
1105,3
1106,7
1107,3
1108,5
1109,8
1110,0
1111,3
1112,0
1113,5
1114,7
1115,7
1116,3
1117,3
1118,3
1119,5
1120,3
1121,8
1122,1
1123,2
1124,4
1125,5
1126,1
1127,1
1128,6
1129,4
1130,6
1131,5
1132,8
1133,6
1134,5
1135,3
1136,0
1137,4
1138,0
1139,8
1140,5
1141,8
1142,1
1143,8
1144,1
1145,3
1146,5
1147,5
1148,5
1149,3
1150,5
1151,7
1152,7
1153,1
1154,7
1155,0
1156,1
1157,9
1158,1
1159,0
1160,7
1161,5
1162,4
1163,5
1164,0
1165,0
1166,0
1167,7
1168,7
1169,4
1170,1
1171,9
1172,7
1173,5
1174,8
1175,5
1176,7
1177,9
1178,2
1179,7
1180,9
1181,0
1182,5
1183,6
1184,7
1185,9
1186,1
1187,0
1188,0
1189,2
1190,6
1191,6
1192,5
1193,9
1194,5
1195,3
1196,6
1197,2
1198,5
1199,0
1200,1
1201,0
1202,1
1203,4
1204,3
1205,7
1206,3
1207,8
1208,7
1209,5
1210,5
1211,1
1212,4
1213,5
1214,3
1215,5
1216,9
1217,0
1218,4
1219,4
1220,9
1221,6
1222,3
1223,5
1224,9
1225,7
1226,4
1227,1
1228,1
1229,4
1230,3
1231,0
1232,4
1233,7
1234,0
1235,8
1236,9
1237,5
1238,1
1239,5
1240,1
1241,1
1242,5
1243,3
1244,7
1245,4
1246,5
1247,7
1248,5
1249,8
1250,1
1251,5
1252,0
1253,7
1254,0
1255,1
1256,6
1257,5
1258,0
1259,5
1260,5
1261,5
1262,7
1263,8
1264,9
1265,0
1266,9
1267,5
1268,0
1269,1
1270,5
1271,0
1272,0
1273,6
1274,7
1275,3
1276,9
1277,4
1278,6
1279,1
1280,7
1281,0
1282,0
1283,7
1284,0
1285,3
1286,0
1287,4
1288,7
1289,3
1290,5
1291,0
1292,4
1293,4
1294,5
1295,0
1296,8
1297,6
1298,0
1299,2
1300,5
1301,9
1302,5
1303,5
1304,6
1305,9
1306,0
1307,5
1308,4
1309,9
1310,9
1311,4
1312,6
1313,6
1314,6
1315,4
1316,5
1317,0
1318,4
1319,5
1320,0
1321,1
1322,5
1323,9
1324,5
1325,9
1326,4
1327,5
1328,8
1329,8
1330,8
1331,4
1332,1
1333,9
1334,3
1335,4
1336,1
1337,4
1338,0
1339,4
1340,9
1341,3
1342,0
1343,3
1344,1
1345,0
1346,5
1347,0
1348,0
1349,7
1350,8
1351,9
1352,7
1353,9
1354,4
1355,8
1356,3
1357,0
1358,1
1359,6
1360,7
1361,9
1362,5
1363,7
1364,2
1365,4
1366,0
1367,7
1368,4
1369,4
1370,0
1371,9
1372,6
1373,8
1374,8
1375,5
1376,5
1377,5
1378,4
1379,5
1380,4
1381,5
1382,3
1383,0
1384,4
1385,5
1386,9
1387,0
1388,5
1389,4
1390,9
1391,0
1392,5
1393,3
1394,3
1395,1
1396,7
1397,0
1398,3
1399,3
1400,6
1401,5
1402,5
1403,3
1404,3
1405,4
1406,4
1407,4
1408,6
1409,9
1410,6
1411,9
1412,5
1413,4
1414,3
1415,7
1416,5
1417,1
1418,7
1419,6
1420,7
1421,0
1422,7
1423,7
1424,0
1425,1
1426,0
1427,9
1428,2
1429,0
1430,1
1431,1
1432,5
1433,1
1434,1
1435,4
1436,9
1437,1
1438,2
1439,0
1440,1
1441,8
1442,7
1443,0
1444,6
1445,6
1446,9
1447,6
1448,2
1449,0
1450,3
1451,2
1452,4
1453,3
1454,0
1455,5
1456,7
1457,0
1458,3
1459,1
1460,0
1461,2
1462,3
1463,8
1464,3
1465,3
1466,0
1467,8
1468,8
1469,4
1470,9
1471,9
1472,7
1473,7
1474,0
1475,2
1476,0
1477,4
1478,9
1479,0
1480,2
1481,5
1482,4
1483,7
1484,7
1485,9
1486,0
1487,0
1488,8
1489,1
1490,5
1491,0
1492,3
1493,7
1494,9
1495,1
1496,4
1497,5
1498,3
1499,1
1500,3
1501,7
1502,9
1503,2
1504,0
1505,7
1506,0
1507,6
1508,7
1509,5
1510,7
1511,1
1512,9
1513,0
1514,4
1515,0
1516,3
1517,9
1518,5
1519,7
1520,5
1521,4
1522,0
1523,8
1524,5
1525,0
1526,4
1527,3
1528,6
1529,2
1530,5
1531,1
1532,9
1533,8
1534,4
1535,5
1536,7
1537,0
1538,7
1539,7
1540,4
1541,3
1542,1
1543,5
1544,7
1545,3
1546,0
1547,5
1548,4
1549,5
1550,7
1551,5
1552,6
1553,4
1554,4
1555,5
1556,3
1557,4
1558,6
1559,2
1560,7
1561,5
1562,1
1563,5
1564,3
1565,5
1566,1
1567,8
1568,7
1569,5
1570,8
1571,0
1572,9
1573,9
1574,0
1575,0
1576,3
1577,3
1578,0
1579,0
1580,1
1581,6
1582,5
1583,2
1584,9
1585,1
1586,4
1587,8
1588,3
1589,7
1590,0
1591,7
1592,0
1593,4
1594,0
1595,5
1596,1
1597,4
1598,5
1599,0
1600,1
1601,7
1602,4
1603,3
1604,1
1605,4
1606,5
1607,6
1608,4
1609,8
1610,0
1611,0
1612,7
1613,5
1614,0
1615,3
1616,4
1617,0
1618,5
1619,7
1620,5
1621,9
1622,4
1623,0
1624,5
1625,8
1626,5
1627,8
1628,1
1629,0
1630,0
1631,7
1632,7
1633,4
1634,3
1635,8
1636,4
1637,5
1638,3
1639,1
1640,1
1641,3
1642,0
1643,5
1644,4
1645,8
1646,3
1647,4
1648,5
1649,1
1650,7
1651,4
1652,4
1653,5
1654,4
1655,2
1656,1
1657,5
1658,8
1659,1
1660,7
1661,4
1662,7
1663,8
1664,5
1665,6
1666,5
1667,1
1668,3
1669,6
1670,9
1671,7
1672,1
1673,3
1674,0
1675,6
1676,2
1677,0
1678,5
1679,3
1680,3
1681,8
1682,5
1683,8
1684,7
1685,0
1686,9
1687,1
1688,1
1689,7
1690,9
1691,2
1692,6
1693,1
1694,9
1695,1
1696,4
1697,4
1698,8
1699,8
1700,1
1701,3
1702,1
1703,1
1704,2
1705,4
1706,3
1707,8
1708,8
1709,4
1710,2
1711,5
1712,7
1713,1
1714,9
1715,9
1716,9
1717,8
1718,5
1719,0
1720,4
1721,2
1722,5
1723,5
1724,9
1725,9
1726,7
1727,0
1728,5
1729,2
1730,1
1731,0
1732,9
1733,0
1734,4
1735,1
1736,3
1737,1
1738,9
1739,5
1740,1
1741,4
1742,1
1743,5
1744,5
1745,1
1746,2
1747,9
1748,1
1749,6
1750,6
1751,1
1752,7
1753,1
1754,5
1755,5
1756,0
1757,2
1758,1
1759,5
1760,5
1761,7
1762,1
1763,2
1764,7
1765,5
1766,6
1767,8
1768,1
1769,5
1770,2
1771,8
1772,9
1773,0
1774,1
1775,7
1776,1
1777,9
1778,1
1779,4
1780,5
1781,7
1782,0
1783,4
1784,1
1785,9
1786,2
1787,5
1788,3
1789,6
1790,9
1791,3
1792,1
1793,5
1794,0
1795,7
1796,4
1797,9
1798,2
1799,1
1800,1
1801,0
1802,4
1803,0
1804,0
1805,2
1806,1
1807,3
1808,8
1809,6
1810,0
1811,9
1812,5
1813,3
1814,2
1815,5
1816,0
1817,9
1818,0
1819,6
1820,0
1821,8
1822,1
1823,5
1824,8
1825,3
1826,9
1827,0
1828,0
1829,9
1830,3
1831,7
1832,0
1833,4
1834,5
1835,8
1836,9
1837,1
1838,1
1839,3
1840,3
1841,0
1842,6
1843,0
1844,1
1845,0
1846,9
1847,9
1848,4
1849,3
1850,3
1851,6
1852,5
1853,3
1854,0
1855,1
1856,0
1857,0
1858,1
1859,4
1860,9
1861,7
1862,5
1863,6
1864,5
1865,7
1866,4
1867,3
1868,2
1869,5
1870,4
1871,0
1872,0
1873,1
1874,2
1875,3
1876,3
1877,5
1878,0
1879,0
1880,3
1881,7
1882,3
1883,7
1884,1
1885,0
1886,9
1887,5
1888,5
1889,3
1890,8
1891,6
1892,7
1893,0
1894,9
1895,7
1896,7
1897,7
1898,2
1899,0
1900,6
1901,0
1902,5
1903,1
1904,2
1905,9
1906,3
1907,1
1908,1
1909,0
1910,4
1911,4
1912,0
1913,8
1914,3
1915,3
1916,0
1917,9
1918,9
1919,0
1920,2
1921,5
1922,3
1923,7
1924,0
1925,3
1926,4
1927,4
1928,0
1929,1
1930,4
1931,7
1932,3
1933,0
1934,1
1935,6
1936,9
1937,2
1938,1
1939,0
1940,7
1941,2
1942,2
1943,2
1944,7
1945,1
1946,4
1947,0
1948,3
1949,0
1950,9
1951,3
1952,4
1953,3
1954,9
1955,6
1956,7
1957,3
1958,5
1959,3
1960,4
1961,5
1962,3
1963,3
1964,1
1965,5
1966,5
1967,3
1968,7
1969,0
1970,8
1971,3
1972,7
1973,1
1974,8
1975,0
1976,9
1977,2
1978,9
1979,1
1980,1
1981,5
1982,3
1983,2
1984,5
1985,5
1986,0
1987,3
1988,7
1989,5
1990,1
1991,0
1992,5
1993,7
1994,9
1995,8
1996,9
1997,1
1998,5
1999,3
2000,0
2001,5
2002,0
2003,7
2004,7
2005,7
2006,3
2007,7
2008,5
2009,0
2010,0
2011,1
2012,3
2013,4
2014,9
2015,6
2016,5
2017,9
2018,3
2019,0
2020,7
2021,3
2022,0
2023,9
2024,3
2025,5
2026,7
2027,3
2028,6
2029,9
2030,9
2031,5
2032,5
2033,6
2034,4
2035,2
2036,0
2037,4
2038,4
2039,3
2040,1
2041,4
2042,5
2043,0
2044,4
2045,9
2046,7
2047,6
2048,0
2049,6
2050,4
2051,3
2052,6
2053,0
2054,5
2055,7
2056,4
2057,4
2058,1
2059,1
2060,0
2061,0
2062,2
2063,6
2064,0
2065,6
2066,0
2067,5
2068,3
2069,3
2070,2
2071,3
2072,0
2073,0
2074,1
2075,5
2076,9
2077,5
2078,7
2079,9
2080,7
2081,8
2082,8
2083,0
2084,6
2085,5
2086,4
2087,0
2088,0
2089,6
2090,5
2091,1
2092,0
2093,9
2094,0
2095,5
2096,1
2097,8
2098,5
2099,1
2100,2
2101,7
2102,5
2103,3
2104,7
2105,1
2106,4
2107,0
2108,0
2109,4
2110,1
2111,3
2112,7
2113,0
2114,0
2115,8
2116,0
2117,4
2118,3
2119,5
2120,7
2121,4
2122,4
2123,0
2124,3
2125,3
2126,9
2127,6
2128,7
2129,0
2130,5
2131,3
2132,5
2133,3
2134,3
2135,6
2136,2
2137,0
2138,7
2139,1
2140,2
2141,5
2142,5
2143,0
2144,5
2145,5
2146,1
2147,9
2148,2
2149,9
2150,4
2151,7
2152,3
2153,3
2154,0
2155,0
2156,5
2157,0
2158,5
2159,1
2160,3
2161,7
2162,7
2163,8
2164,3
2165,5
2166,3
2167,0
2168,7
2169,0
2170,5
2171,8
2172,5
2173,4
2174,0
2175,5
2176,0
2177,3
2178,7
2179,7
2180,9
2181,0
2182,9
2183,4
2184,8
2185,9
2186,4
2187,3
2188,5
2189,0
2190,1
2191,6
2192,0
2193,3
2194,9
2195,5
2196,3
2197,1
2198,7
2199,4
2200,5
2201,5
2202,9
2203,0
2204,5
2205,9
2206,9
2207,9
2208,5
2209,7
2210,0
2211,5
2212,7
2213,0
2214,1
2215,1
2216,0
2217,5
2218,1
2219,3
2220,0
2221,5
2222,2
2223,9
2224,2
2225,2
2226,0
2227,0
2228,6
2229,0
2230,0
2231,0
2232,5
2233,5
2234,5
2235,5
2236,3
2237,6
2238,5
2239,2
2240,1
2241,9
2242,3
2243,4
2244,0
2245,4
2246,3
2247,6
2248,1
2249,5
2250,7
2251,5
2252,0
2253,2
2254,2
2255,7
2256,1
2257,1
2258,2
2259,9
2260,8
2261,3
2262,5
2263,3
2264,6
2265,6
2266,0
2267,9
2268,8
2269,0
2270,0
2271,0
2272,4
2273,0
2274,1
2275,4
2276,2
2277,7
2278,0
2279,7
2280,5
2281,5
2282,4
2283,5
2284,0
2285,3
2286,0
2287,0
2288,3
2289,8
2290,1
2291,4
2292,0
2293,8
2294,5
2295,3
2296,7
2297,8
2298,0
2299,9
2300,0
2301,1
2302,5
2303,7
2304,6
2305,4
2306,8
2307,4
2308,5
2309,3
2310,5
2311,0
2312,8
2313,1
2314,3
2315,0
2316,4
2317,1
2318,0
2319,0
2320,5
2321,5
2322,5
2323,0
2324,5
2325,2
2326,5
2327,2
2328,5
2329,5
2330,5
2331,0
2332,2
2333,0
2334,7
2335,1
2336,0
2337,0
2338,1
2339,9
2340,0
2341,0
2342,8
2343,9
2344,4
2345,4
2346,0
2347,7
2348,0
2349,6
2350,7
2351,7
2352,4
2353,9
2354,3
2355,9
2356,9
2357,0
2358,1
2359,1
2360,2
2361,8
2362,1
2363,7
2364,3
2365,8
2366,1
2367,1
2368,7
2369,5
2370,0
2371,2
2372,9
2373,1
2374,2
2375,4
2376,0
2377,0
2378,0
2379,0
2380,7
2381,3
2382,3
2383,1
2384,1
2385,1
2386,8
2387,1
2388,3
2389,4
2390,4
2391,4
2392,0
2393,5
2394,9
2395,1
2396,4
2397,3
2398,0
2399,5
2400,8
2401,9
2402,6
2403,9
2404,0
2405,9
2406,1
2407,1
2408,7
2409,0
2410,5
2411,4
2412,0
2413,3
2414,8
2415,4
2416,9
2417,2
2418,5
2419,8
2420,5
2421,8
2422,7
2423,1
2424,1
2425,5
2426,5
2427,9
2428,5
2429,6
2430,3
2431,3
2432,3
2433,2
2434,3
2435,4
2436,1
2437,8
2438,1
2439,3
2440,3
2441,0
2442,1
2443,0
2444,8
2445,0
2446,4
2447,2
2448,5
2449,0
2450,6
2451,3
2452,5
2453,3
2454,4
2455,9
2456,1
2457,0
2458,5
2459,0
2460,6
2461,5
2462,7
2463,9
2464,2
2465,2
2466,8
2467,9
2468,1
2469,4
2470,5
2471,1
2472,4
2473,4
2474,6
2475,0
2476,4
2477,1
2478,7
2479,5
2480,4
2481,9
2482,0
2483,0
2484,1
2485,4
2486,1
2487,7
2488,5
2489,6
2490,3
2491,9
2492,0
2493,8
2494,7
2495,1
2496,3
2497,3
2498,3
2499,9
2500,5
2501,0
2502,9
2503,4
2504,0
2505,4
2506,3
2507,7
2508,0
2509,0
2510,0
2511,2
2512,7
2513,1
2514,4
2515,8
2516,5
2517,9
2518,7
2519,5
2520,8
2521,3
2522,9
2523,1
2524,6
2525,3
2526,4
2527,8
2528,0
2529,2
2530,0
2531,0
2532,4
2533,1
2534,0
2535,6
2536,8
2537,5
2538,6
2539,5
2540,0
2541,7
2542,1
2543,9
2544,0
2545,0
2546,5
2547,3
2548,3
2549,0
2550,5
2551,2
2552,1
2553,5
2554,4
2555,3
2556,7
2557,0
2558,3
2559,0
2560,4
2561,4
2562,1
2563,0
2564,1
2565,0
2566,0
2567,1
2568,3
2569,9
2570,5
2571,6
2572,3
2573,7
2574,3
2575,2
2576,6
2577,8
2578,1
2579,2
2580,5
2581,1
2582,6
2583,3
2584,3
2585,1
2586,7
2587,6
2588,1
2589,3
2590,9
2591,8
2592,2
2593,5
2594,2
2595,7
2596,5
2597,0
2598,0
2599,1
2600,2
2601,1
2602,9
2603,3
2604,0
2605,2
2606,0
2607,9
2608,0
2609,3
2610,8
2611,5
2612,4
2613,4
2614,4
2615,7
2616,0
2617,9
2618,6
2619,8
2620,3
2621,8
2622,9
2623,1
2624,9
2625,5
2626,2
2627,0
2628,9
2629,8
2630,7
2631,9
2632,7
2633,5
2634,8
2635,8
2636,3
2637,3
2638,0
2639,5
2640,1
2641,2
2642,5
2643,8
2644,1
2645,1
2646,7
2647,9
2648,8
2649,7
2650,6
2651,4
2652,8
2653,6
2654,7
2655,7
2656,1
2657,9
2658,7
2659,7
2660,1
2661,5
2662,7
2663,6
2664,1
2665,6
2666,1
2667,9
2668,4
2669,7
2670,5
2671,5
2672,6
2673,6
2674,9
2675,7
2676,0
2677,3
2678,5
2679,4
2680,8
2681,4
2682,7
2683,5
2684,3
2685,7
2686,0
2687,7
2688,2
2689,3
2690,9
2691,4
2692,0
2693,0
2694,3
2695,8
2696,3
2697,9
2698,1
2699,5
2700,1
2701,5
2702,0
2703,0
2704,4
2705,1
2706,4
2707,8
2708,1
2709,0
2710,1
2711,1
2712,1
2713,6
2714,4
2715,4
2716,0
2717,6
2718,0
2719,7
2720,9
2721,6
2722,8
2723,3
2724,8
2725,3
2726,5
2727,3
2728,4
2729,7
2730,7
2731,9
2732,9
2733,6
2734,5
2735,7
2736,7
2737,2
2738,0
2739,0
2740,1
2741,1
2742,4
2743,5
2744,5
2745,6
2746,2
2747,0
2748,8
2749,0
2750,5
2751,7
2752,6
2753,4
2754,8
2755,5
2756,3
2757,1
2758,0
2759,0
2760,3
2761,4
2762,9
2763,1
2764,0
2765,9
2766,4
2767,4
2768,0
2769,1
2770,9
2771,4
2772,9
2773,7
2774,9
2775,5
2776,5
2777,0
2778,2
2779,8
2780,3
2781,3
2782,7
2783,0
2784,6
2785,9
2786,3
2787,9
2788,7
2789,8
2790,4
2791,1
2792,0
2793,0
2794,0
2795,1
2796,7
2797,4
2798,4
2799,2
2800,7
2801,3
2802,5
2803,4
2804,1
2805,3
2806,3
2807,5
2808,5
2809,0
2810,7
2811,0
2812,0
2813,0
2814,7
2815,0
2816,7
2817,3
2818,0
2819,5
2820,3
2821,5
2822,0
2823,1
2824,4
2825,2
2826,4
2827,6
2828,0
2829,4
2830,6
2831,1
2832,8
2833,0
2834,8
2835,7
2836,1
2837,8
2838,1
2839,0
2840,3
2841,5
2842,9
2843,2
2844,8
2845,3
2846,7
2847,0
2848,8
2849,0
2850,9
2851,1
2852,5
2853,9
2854,7
2855,1
2856,9
2857,4
2858,9
2859,5
2860,0
2861,3
2862,9
2863,1
2864,7
2865,9
2866,0
2867,7
2868,0
2869,7
2870,5
2871,3
2872,0
2873,8
2874,8
2875,7
2876,0
2877,8
2878,3
2879,9
2880,6
2881,8
2882,4
2883,5
2884,4
2885,7
2886,1
2887,3
2888,3
2889,0
2890,9
2891,2
2892,0
2893,4
2894,5
2895,3
2896,2
2897,5
2898,7
2899,0
2900,6
2901,8
2902,1
2903,3
2904,4
2905,0
2906,5
2907,2
2908,9
2909,7
2910,5
2911,3
2912,7
2913,5
2914,9
2915,9
2916,3
2917,5
2918,2
2919,4
2920,6
2921,5
2922,4
2923,6
2924,0
2925,1
2926,0
2927,2
2928,9
2929,5
2930,0
2931,3
2932,5
2933,1
2934,5
2935,5
2936,5
2937,0
2938,6
2939,0
2940,5
2941,9
2942,8
2943,3
2944,7
2945,6
2946,6
2947,4
2948,9
2949,1
2950,7
2951,2
2952,9
2953,3
2954,9
2955,4
2956,9
2957,6
2958,7
2959,3
2960,6
2961,0
2962,8
2963,0
2964,3
2965,5
2966,1
2967,0
2968,8
2969,5
2970,3
2971,9
2972,9
2973,0
2974,3
2975,1
2976,0
2977,0
2978,9
2979,4
2980,1
2981,5
2982,4
2983,5
2984,6
2985,4
2986,1
2987,4
2988,2
2989,2
2990,9
2991,4
2992,3
2993,9
2994,1
2995,7
2996,3
2997,5
